Ticker,Financial_currentPrice,Financial_totalCash,Financial_totalCashPerShare,Financial_ebitda,Financial_totalDebt,Financial_quickRatio,Financial_currentRatio,Financial_totalRevenue,Financial_debtToEquity,Financial_revenuePerShare,Financial_returnOnAssets,Financial_returnOnEquity,Financial_freeCashflow,Financial_ebitdaMargins,Financial_profitMargins,KeyStats_enterpriseValue,KeyStats_sharesOutstanding,KeyStats_heldPercentInsiders,KeyStats_priceToBook,KeyStats_enterpriseToEbitda,SharePurchase_period,SharePurchase_buyInfoCount,SharePurchase_buyInfoShares,SharePurchase_buyPercentInsiderShares,SharePurchase_sellInfoCount,SharePurchase_sellInfoShares,SharePurchase_sellPercentInsiderShares,SharePurchase_netInfoCount,SharePurchase_netInfoShares,SharePurchase_netPercentInsiderShares,SharePurchase_totalInsiderShares
JAGX,0.1261,3226000,0.064,-31010000,35543000,0.407,1.771,10721000,2510.099,0.94,-0.42698002,-16.28076,-17903500,-2.8924499,0.0,38773280,50755600,0.15854,2.2927275,-1.25,6m,0,0,,0,,,0,0,,8046789
JAN,2.5,413000,0.083,-3501000,0,0.173,0.206,39611000,,11.147,-0.10035,0.0109,-10230625,-0.08838,0.32519,26491118,4957650,0.11457,0.85499316,-7.567,6m,0,0,,0,,,0,0,,567997
JBK
JCE,13.82,,,,,,,,,,,,,0.0,0.0,,16095000,0.0,,,6m,0,0,,0,,,0,0,,0
JCTCF,5.37,3558168,1.015,32548,0,1.522,5.507,51517644,,14.724,-0.00681,0.0544,7764671,0.00063,0.026099999,15262619,3504800,0.42069,0.74007714,468.926,6m,0,0,,0,,,0,0,,1474435
JEWL,0.54,650781,0.023,-18571088,3419604,0.122,0.262,1818042,89.715,0.092,-1.13288,,-7132949,0.0,0.0,17885564,27994000,0.33815,3.6486487,-0.963,6m,0,0,,0,,,0,0,,9466159
JFR,8.63,,,,236739216,0.95,0.95,57620544,44.68,1.012,0.0321,-0.029660001,-7132997,0.0,-0.2884,,134056000,0.00139,0.9270598,,6m,2,31200,0.274,3,65909,0.58,5,-34709,-0.305,79116
JGH,12.71,,,,,,,,,,,,,0.0,0.0,,23177400,0.0,,,6m,0,0,,0,,,0,0,,0
JLS,17.48,,,,,,,,,,,,,0.0,0.0,,5476630,0.0,,,6m,5,900,,0,,,5,900,-1.0,0
JMM,5.98,5069,0.001,,26849756,0.035,0.162,3524627,44.714,0.372,0.01638,-0.13835,-4696220,0.0,-2.60404,83429536,9462350,0.0,0.7790516,,6m,0,0,,0,,,0,0,,0
JNVR,1.29,5815008,0.582,,78645,27.424,28.308,2112076,1.312,0.281,-0.37101,-0.6729,-379995,0.0,-0.91230005,7157281,9995070,0.63819003,2.1499999,,6m,13,50681,0.008,1,1000,0.0,14,49681,0.008,6378756
JOAN,0.2228,41200000,0.983,-32700000,2022000000,0.074,1.427,2164499968,,52.125,-0.02833,,-36400000,-0.01511,-0.11097,1990137856,41911700,0.03914,,-60.86,6m,0,0,,0,,,0,0,,1640422
JOB,0.358,19910000,0.183,4484000,3883000,4.007,4.151,141926000,3.652,1.257,0.00662,0.0692,6188625,0.03159,0.05079,22913224,108772000,0.12241,0.36642784,5.11,6m,0,0,,0,,,0,0,,13314729
JOF,7.87,30554,0.001,,0,0.967,1.011,6080890,,0.215,0.00765,0.17968,,0.0,6.8652,222957184,28333900,0.0,0.88288087,,6m,0,0,,0,,,0,0,,0
JPC,7.16,19287896,0.184,,322237888,0.286,0.331,84205536,41.154,0.801,0.03297,-0.047870003,51308804,0.0,-0.47384998,1055245696,319484000,3.0000001e-05,0.96081585,,6m,1,2500,0.48099998,1,4241,0.817,2,-1741,-0.335,3152
JPM^C
JPM^D
JPM^J
JPM^K
JPM^L
JPM^M
JQC,5.53,3471201,0.026,,494025088,0.067,0.067,108864616,62.538,0.803,0.04389,0.04698,56902952,0.0,0.34894,1240473216,135608992,0.0,0.9493563,,6m,1,2000,0.154,1,15000,1.154,2,-13000,-1.0,0
JRI,11.45,,,,,,,,,,,,,0.0,0.0,,27416700,3.0000001e-05,,,6m,0,0,,0,,,0,0,,0
JRS,7.75,3927950,0.136,,96593000,0.055,0.154,15769300,39.495,0.546,0.02063,-0.030450001,5389218,0.0,-0.50108004,316581696,28892500,3.0000001e-05,0.91553456,,6m,0,0,,0,,,0,0,,866
JRSH,2.97,19617630,1.596,3083871,476819,3.16,5.528,119386896,0.699,9.516,0.00389,-0.01275,4405517,0.025829999,-0.0075499997,17468602,12294800,0.50863,0.5358109,5.665,6m,0,0,,0,,,0,0,,6253524
JSPRW,0.2399,103867000,9.309,-63785000,3014000,8.746,8.837,,3.202,,-0.47845,-0.86233,-29425876,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
JVA,1.34,2733977,0.479,-738095,12857438,0.902,2.209,68173408,54.216,11.942,-0.019609999,-0.03462,-3025211,-0.010829999,-0.012259999,17528522,5708600,0.12141,0.31927568,-23.748,6m,0,0,,0,,,0,0,,693081
JXN^A
KA,0.82,7562000,0.728,-19563000,1626000,0.993,1.03,5929000,56.282,0.645,-1.4178,,-6802625,0.0,0.0,4736502,10393600,0.30705,3.0827067,-0.242,6m,0,0,,0,,,0,0,,3191344
KALA,7.475,56063000,20.817,-38653000,36082000,5.468,5.621,0,321.5,0.0,-0.33175,-9.05217,-21023624,0.0,0.0,150042,2693120,0.18767999,1.7938565,-0.004,6m,6,41100,0.086,6,11400,0.024,12,29700,0.062,505444
KAVL,1.86,533659,0.187,-10335597,1850246,0.484,1.392,13087018,13.648,4.809,-0.41889,-0.95324,-1207112,-0.78976,-0.85067004,6611670,2846340,0.70962995,0.38326806,-0.64,6m,11,1863013,0.004,1,504000000,1.0,12,-502136987,-0.996,2019844
KEY^I
KEY^J
KEY^K
KEY^L
KF,24.21,555161,0.113,,0,2.064,2.205,2870634,,0.582,0.00421,0.04501,,0.0,2.14432,119963384,4878170,0.06712,0.91293037,,6m,0,0,,0,,,0,0,,330846
KFFB,4.01,14584000,1.803,,71008000,,,7545000,,0.931,-0.001,-0.00694,,0.0,-0.04639,88851728,8086720,0.63771,0.6593227,,6m,0,0,,0,,,0,0,,5156979
KIM^L
KIM^M
KIM^N
KINS,3.71,15132969,1.406,-9388962,25313990,0.2,0.79,144675536,95.421,13.482,-0.02478,-0.39953,-29046976,-0.064899996,-0.090299994,50098136,10759300,0.26582,1.5044606,-5.336,6m,7,206500,0.078,1,10000,0.004,8,196500,0.074,2860045
KIRK,2.65,5765000,0.446,-22394000,210214000,0.053,0.98,465220992,,36.267,-0.07108,-3.2320402,13386375,-0.04814,-0.089549996,238696752,12923700,0.10584,,-10.659,6m,0,0,,0,,,0,0,,1367842
KITT,0.25,6771531,0.135,-20680772,32170944,0.602,2.151,8770574,,0.217,-0.23292999,-10.7689295,-30386116,-2.35797,-2.20819,37908368,50035800,0.55724996,,-1.833,6m,3,182403,0.0069999998,3,48848,0.002,6,133555,0.005,27882462
KITTW,0.0302,6771531,0.135,-20680772,32170944,0.602,2.151,8770574,,0.217,-0.23292999,-10.7689295,-30386116,-2.35797,-2.20819,,,,,,6m,0,0,,0,,,0,0,,0
KKRS
KOSS,2.51,14595991,1.577,-1831591,2896640,9.314,12.858,13188251,9.225,1.429,-0.03261,-0.03255,-707060,-0.13888,-0.07794,11530184,9254800,0.49625,0.7397584,-6.295,6m,0,0,,0,,,0,0,,4592692
KPLTW,0.013,32187000,7.918,126166000,85455000,1.703,5.249,214344000,,53.195,0.04626,-3.40751,108433504,0.58861,-0.14331001,,,,,,6m,0,0,,0,,,0,0,,0
KPRX,0.669,5400498,0.702,-10263414,18725,3.21,3.324,,0.231,,-0.38431,-1.36843,-6245754,0.0,0.0,-237666,23489200,0.00968,0.63472486,0.023,6m,0,0,,0,,,0,0,,74431
KREF^A
KRNL,10.8,804,0.0,,3117311,0.0,0.003,,,,-0.0069199996,,6405540,0.0,0.0,153611264,6315950,0.0,,,6m,0,0,,0,,,0,0,,0
KRNLU,10.9,804,0.0,,3117311,0.0,0.003,,,,-0.0069199996,,6405540,0.0,0.0,155004720,,0.0,,,6m,0,0,,0,,,0,0,,0
KRNLW,0.08,804,0.0,,3117311,0.0,0.003,,,,-0.0069199996,,6405540,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
KRRO,49.94,46119000,7.684,-70706000,31220000,4.835,5.152,,55.686,,,,,0.0,0.0,494161888,8011440,0.076630004,,-6.989,6m,65,7951600,0.0,115,789198,0.0,180,7162402,-1.069,459933
KSCP,0.4526,4611000,0.054,-25242000,1844000,0.871,1.453,12134000,11.603,0.225,-0.78563005,-1.86304,-19525376,-2.0802698,-2.2465801,76647200,85774896,0.039330002,,-3.036,6m,0,0,,0,,,0,0,,3332640
KSM,8.81,,,,60000000,1.291,1.291,8275173,56.202,0.749,0.02469,0.03779,2008020,0.0,0.49035,,11047900,0.00028,0.91172516,,6m,0,0,,0,,,0,0,,3093
KTH
KTN
KTRA,0.1024,772000,0.02,-10572000,0,0.468,0.634,,,,-1.12608,-3.2900202,-6163000,0.0,0.0,13477481,39037900,0.00208,,-1.275,6m,0,0,,0,,,0,0,,81198
KTTA,7.14,19584690,18.798,-16583088,385288,9.628,10.162,486559,1.358,0.37,-0.26631,-0.44539002,-10151944,0.0,0.0,-11760729,1041830,5.70212,0.26217228,0.709,6m,0,0,,0,,,0,0,,5940645
KTTAW,0.0117,19584690,18.798,-16583088,385288,9.628,10.162,486559,1.358,0.37,-0.26631,-0.44539002,-10151944,0.0,0.0,,,,0.20526315,,6m,0,0,,0,,,0,0,,0
KULR,0.15,1167315,0.009,-19773476,6082974,0.216,0.443,9309719,506.842,0.082,-0.69497,-5.02786,-8814729,-2.12396,-2.46611,24078686,133197000,0.28971002,16.666668,-1.218,6m,0,0,,0,,,0,0,,37011472
KVAC,10.44,735412,0.038,,0,24.514,34.99,,,,,,,0.0,0.0,201446416,19366100,0.19959,,,6m,0,0,,0,,,0,0,,3865275
KVACU,10.4,735412,0.038,,0,24.514,34.99,,,,,,,0.0,0.0,200671776,,0.0,,,6m,0,0,,0,,,0,0,,0
KVACW,0.0351,735412,0.038,,0,24.514,34.99,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
KYCH,10.91,216440,0.036,,1430000,0.093,0.118,,,,-0.01986,,-530520,0.0,0.0,66644300,5997320,1.6498599,,,6m,0,0,,0,,,0,0,,9894735
KYCHR,0.2453,216440,0.036,,1430000,0.093,0.118,,,,-0.01986,,-530520,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
KYCHW
LABP,6.51,42470000,13.626,-23097250,0,7.63,7.767,,,,-0.31723,-0.5154,-12956250,0.0,0.0,-22180094,3116730,0.11174,0.53872895,0.96,6m,0,0,,0,,,0,0,,348263
LASE,1.6108,8310519,1.007,-3979026,588335,17.018,21.589,4609162,3.685,0.573,-0.22975,-0.39244998,-3938437,-0.86329,-0.95502,5572423,8253420,0.52221,0.8324548,-1.4,6m,0,0,,0,,,0,0,,4310018
LBBB,5.27,30050,0.005,,870000,0.008,9.99,,,,-0.00913,,32564244,0.0,0.0,31034004,3588160,25.201,,,6m,0,0,,0,,,0,0,,144387168
LBBBR,0.2,30050,0.005,,870000,0.008,9.99,,,,-0.00913,,32564244,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
LBBBW,0.045,30050,0.005,,870000,0.008,9.99,,,,-0.00913,,32564244,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
LDP
LDTCW,0.1159,29187636,1.014,-30144746,73205272,1.522,1.825,6896161,1022.185,5.794,,-5.2604103,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
LDWY,5.05,14954000,8.566,-3698000,0,8.956,10.376,18800000,0.923,10.484,-0.12312999,0.60025,-3272250,-0.1967,0.10665,-6138033,1745740,0.42257,0.55604494,1.66,6m,0,0,,0,,,0,0,,737695
LFLY,2.685,14469000,6.901,-12736000,29272000,2.671,3.02,44619000,,23.333,-0.26785,,-7481250,-0.28544,-0.33192003,20432696,2177720,0.19865,,-1.604,6m,34,1644873,0.0,33,459559,0.0,67,1185314,-1.5419999,416513
LFLYW
LFT^A
LGI,15.81,617336,0.047,,24675000,0.058,0.126,5298318,10.576,0.407,0.00475,0.17913,1228542,0.0,7.46552,229792272,13012900,0.0,0.88181156,,6m,0,0,,0,,,0,0,,0
LGL,5.83,40799000,7.622,5043000,0,67.221,67.925,7599000,,1.42,0.056220002,0.00261,10903125,0.66363996,0.0304,-7697377,5352940,0.28629,0.80792683,-1.526,6m,0,0,,0,,,0,0,,1532492
LGMK,1.05,6682997,4.71,-7448195,135718,3.475,4.449,9650471,0.594,9.325,-0.19687,-0.33479,-4167686,-0.7718,-0.82709,-2931011,2150410,0.14696999,0.07194737,0.394,6m,0,0,,0,,,0,0,,208552
LGVCU,10.92,,,,0,0.022,0.029,,,,-0.0363,,-903328,0.0,0.0,,,0.0,,,6m,0,0,,0,,,0,0,,0
LGVCW,0.0568,,,,0,0.022,0.029,,,,-0.0363,,-903328,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
LGVN,0.527,5361000,0.213,-20060000,2041000,1.407,1.504,709000,30.277,0.033,-0.6649,-1.57194,-11718750,0.0,0.0,9925932,10294600,0.10802,1.9664179,-0.495,6m,14,374475,0.14899999,5,179500,0.071,19,194975,0.077,2715039
LIBY,11.05,54887,0.008,,4707198,0.011,0.014,,,,-0.01835,,-467631,0.0,0.0,84338944,4336460,0.122279994,,,6m,0,0,,0,,,0,0,,881817
LIBYU,10.95,54887,0.008,,4707198,0.011,0.014,,,,-0.01835,,-467631,0.0,0.0,83617800,,0.0,,,6m,0,0,,0,,,0,0,,0
LIBYW,0.0201,54887,0.008,,4707198,0.011,0.014,,,,-0.01835,,-467631,0.0,0.0,,,,2.01,,6m,0,0,,0,,,0,0,,0
LIDR,1.66,45892000,7.318,-80193000,15484000,3.853,4.636,2487000,29.027,0.442,-0.44165,-1.011,-28236876,0.0,0.0,-19997414,6271440,0.15066,0.19363117,0.249,6m,78,69275662,0.0,15,1708337,0.0,93,67567325,-1.014,944854
LIDRW,0.0098,45892000,7.318,-80193000,15484000,3.853,4.636,2487000,29.027,0.442,-0.44165,-1.011,-28236876,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
LIFWW,0.0051,6659000,0.465,-84152000,644526976,0.188,0.542,8377000,39.213,1.351,-0.07017,-0.22333,-71924624,0.0,0.0,,,,0.0020514883,,6m,0,0,,0,,,0,0,,0
LIFWZ,0.05,6659000,0.465,-84152000,644526976,0.188,0.542,8377000,39.213,1.351,-0.07017,-0.22333,-71924624,0.0,0.0,,,,0.02011263,,6m,0,0,,0,,,0,0,,0
LIPO,0.8078,3293738,0.527,-4744268,136594,8.631,8.899,449617,4.344,0.075,-0.62268,-1.1813099,-1516392,0.0,0.0,1891633,6250030,0.36235002,1.5564548,-0.399,6m,0,0,,0,,,0,0,,2264700
LIXT,2.4554,5105611,2.27,,0,16.378,16.792,,,,-0.59077,-1.00336,-2480179,0.0,0.0,3917295,2249290,0.23465,3.8789887,,6m,0,0,,0,,,0,0,,527795
LIXTW,0.075,5105611,2.27,,0,16.378,16.792,,,,-0.59077,-1.00336,-2480179,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
LMFA,0.477,469007,0.032,,284752,1.231,2.739,9954601,0.794,0.754,-0.73658997,-0.77105004,,0.0,0.0,5290375,14651900,0.15377,0.18705882,,6m,0,0,,0,,,0,0,,2253020
LNC^D
LNSR,4.3,24920000,2.215,-10353000,2447000,2.693,4.418,40291000,4.881,3.747,-0.118190005,-0.27929002,-7463625,-0.25696,-0.32134,44141984,11395100,0.18045,1.3292118,-4.264,6m,0,0,,0,,,0,0,,2029793
LNZAW
LODE,0.3718,22712562,0.196,-17051306,10931953,1.53,1.562,1274449,13.966,0.012,-0.1205,0.15636,-16316948,0.0,7.18885,31281632,115821000,0.09134,0.54756993,-1.835,6m,0,0,,0,,,0,0,,10579088
LPCN,3.64,23847996,4.486,-17875204,148898,10.716,10.981,-3067006,0.662,-0.587,-0.34862,-0.54215,-8784542,0.0,0.0,-4349477,5315830,0.02923,0.86072356,0.243,6m,0,0,,0,,,0,0,,155381
LPTV,0.5938,3811159,0.054,-23506138,7108963,0.524,0.64,26987718,,0.449,-0.69005996,,1042989,-0.87099,-1.1853399,45369256,70851200,0.66906,,-1.93,6m,0,0,,0,,,0,0,,47403712
LQR,1.98,1863835,0.369,-9141484,12210,3.02,5.24,880435,0.259,3.71,,,,0.0,0.0,8139506,5046020,0.46706,0.1707191,-0.89,6m,0,0,,0,,,0,0,,2356797
LRHC,2.1,350276,0.031,,804731,0.203,0.719,26317854,111.379,4.352,-0.25445998,,-1142814,0.0,-0.104169995,24383934,13575300,0.65347,18.260868,,6m,0,0,,0,,,0,0,,7446284
LSEAW,0.315,119555000,3.309,64208000,556844032,0.786,7.922,1209947008,80.895,31.116,0.02537,0.046690002,-13405000,0.05307,0.02416,,,,,,6m,0,0,,0,,,0,0,,0
LSTA,3.12,50535000,6.083,-25519000,0,7.668,8.183,,,,-0.25159,-0.36492002,-16230500,0.0,0.0,-24869810,8306700,0.18997,0.52809745,0.975,6m,0,0,,0,,,0,0,,1578163
LTBR,2.62,28598444,2.088,,0,58.805,59.231,,,,-0.192,-0.27257,-4304733,0.0,0.0,7291033,13698300,0.14293,1.2411178,,6m,0,0,,0,,,0,0,,1957894
LTRY,2.63,63735,0.022,-8229086,4626652,0.009,0.878,2112813,8.937,0.837,-0.09359,-0.25209,34265576,0.0,0.0,14382654,4747050,0.36104,0.13424532,-1.748,6m,0,0,,0,,,0,0,,1037739
LTRYW
LUCY,0.3841,5852872,0.453,-6157467,0,13.87,17.396,603793,,0.066,-0.53637004,-0.9307,-3961923,0.0,0.0,-891360,12917200,0.40172002,0.64881754,0.145,6m,0,0,,0,,,0,0,,5189113
LUCYW,0.0759,5852872,0.453,-6157467,0,13.87,17.396,603793,,0.066,-0.53637004,-0.9307,-3961923,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
LUMO,3.05,42694000,5.394,-35384000,269000,7.009,7.758,1737000,0.758,0.211,-0.34897998,-0.63613,-18514124,0.0,0.0,-18285524,7914580,0.35377997,0.6801962,0.517,6m,0,0,,0,,,0,0,,2800020
LXP^C
MAA^I
MACA,11.101,58238,0.015,,0,0.023,2.237,597338,,0.066,-0.01282,,111934344,0.0,1.7489101,42902844,3870020,0.09118,,,6m,0,0,,0,,,0,0,,352868
MACAW,0.09,58238,0.015,,0,0.023,2.237,597338,,0.066,-0.01282,,111934344,0.0,1.7489101,,,,,,6m,0,0,,0,,,0,0,,0
MAPSW,0.0497,27721000,0.295,2945000,34709000,1.288,1.51,195868992,30.239,2.116,-0.03566,-0.46015,15798000,0.015039999,-0.56880003,,,,,,6m,0,0,,0,,,0,0,,0
MAQC,10.9801,2371,0.0,,3104988,0.001,0.003,,,,-0.0075700004,,-116425,0.0,0.0,70760576,3803160,0.78036004,,,6m,0,0,,0,,,0,0,,4808478
MAQCW,0.0327,2371,0.0,,3104988,0.001,0.003,,,,-0.0075700004,,-116425,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
MARPS,4.2224,962570,0.481,,0,,,1353168,,0.677,0.63882,1.02211,,0.0,0.79893994,8337630,2000000,0.19418,8.7783785,,6m,0,0,,0,,,0,0,,388360
MARX,10.66,131140,0.014,,0,,,,,,-0.01031,26.28939,,0.0,0.0,98921584,4473430,0.38244,444.16666,,6m,0,0,,0,,,0,0,,3553632
MARXR
MAV,8.02,,,,129296,19.801,19.801,17980520,0.039,0.752,0.02676,-0.0038800002,-492593,0.0,-0.07561,,23914400,0.0,0.9864699,,6m,15,202215,0.0,1,14993,0.0,16,187222,-1.0,0
MBIO,1.35,9562000,1.045,-58998000,2575000,0.675,0.959,,64.23,,-0.59216,-1.83276,-38495752,0.0,0.0,5368853,8371800,0.27369,2.772074,-0.091,6m,0,0,,0,,,0,0,,2504943
MBRX,0.674,24579000,0.825,-27636000,584000,6.322,7.1,,1.662,,-0.33081,-0.56159,-17204000,0.0,0.0,-3902761,33412700,0.046479996,0.5716709,0.141,6m,0,0,,0,,,0,0,,1385589
MBTC,10.5,17461,0.003,,5334729,0.002,0.012,,,,-0.02049,,-726017,0.0,0.0,59827136,5191420,0.76504,,,6m,0,0,,0,,,0,0,,3971640
MBTCR,0.1549,17461,0.003,,5334729,0.002,0.012,,,,-0.02049,,-726017,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
MCAA,11.44,91629,0.005,,3477666,0.016,0.027,,,,-0.00737,,677420,0.0,0.0,200875504,11513100,0.0,,,6m,0,0,,0,,,0,0,,0
MCAAU,11.1999,91629,0.005,,3477666,0.016,0.027,,,,-0.00737,,677420,0.0,0.0,196730640,,0.0,,,6m,0,0,,0,,,0,0,,0
MCAAW,0.0875,91629,0.005,,3477666,0.016,0.027,,,,-0.00737,,677420,0.0,0.0,,,,21.874998,,6m,0,0,,0,,,0,0,,0
MCAC,10.99,312481,0.032,,954000,0.051,0.059,,,,,,,0.0,0.0,106982136,7376120,0.0,,,6m,0,0,,0,,,0,0,,0
MCACR,0.1794,312481,0.032,,954000,0.051,0.059,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
MCACW,0.02,312481,0.032,,954000,0.051,0.059,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
MCAF,12.42,231244,0.07,,1490710,0.051,3.662,,,,-0.01298,,41745504,0.0,0.0,42425444,3314490,4.7301197,,,6m,0,0,,0,,,0,0,,15677939
MCAFU,15.93,231244,0.07,,1490710,0.051,3.662,,,,-0.01298,,41745504,0.0,0.0,54059308,,0.0,,,6m,0,0,,0,,,0,0,,0
MCAG,10.8,11334,0.009,,102877,0.636,0.636,,,,,,,0.0,0.0,13591543,3170220,0.49827,568.4211,,6m,0,0,,0,,,0,0,,622837
MCN,7.25,,,,0,0.01,0.01,4141027,,0.197,0.01022,0.10303,,0.0,3.6920402,,21062400,0.0,1.0273488,,6m,0,0,,0,,,0,0,,0
MCVT,2.65,962860,0.151,,14716,8.516,11.884,3344206,0.076,0.539,-0.01837,-0.05584,1496694,0.0,-0.3184,15972782,6385260,0.64224,0.8688525,,6m,0,0,,0,,,0,0,,4100866
MDAI,2.04,7348000,0.452,-11812000,1673000,0.825,1.067,18865000,114.904,0.139,-0.47605,-2.83185,-2332500,-0.62613,-1.00965,27485068,16294900,0.60745996,21.935482,-2.327,6m,7,932036,0.102,7,184446,0.02,14,747590,0.081999995,9874222
MDAIW,0.2,7348000,0.452,-11812000,1673000,0.825,1.067,18865000,114.904,0.139,-0.47605,-2.83185,-2332500,-0.62613,-1.00965,,,,2.1505377,,6m,0,0,,0,,,0,0,,0
MDIA,0.5,6413000,0.243,-3048000,21432000,1.933,2.483,35543000,31.181,1.477,-0.01976,-0.13611001,-4358625,-0.085760005,1.01052,56325444,20945700,0.04575,0.32552084,-18.479,6m,0,0,,0,,,0,0,,1205919
MDRR,5.55,3015859,1.359,4386025,66247768,1.385,1.956,10316004,464.222,4.66,0.00224,-0.29740998,2123992,0.42516997,-0.49034,76972760,2218810,0.41973,0.95871484,17.55,6m,0,0,,0,,,0,0,,931301
MEDS,8.3299,34031,0.028,-2540847,6482956,0.25,0.61,9374246,56.082,13.669,-0.13517,-0.60863996,-3130052,-0.27105,-0.75236,16486521,1205010,0.28084,0.59014523,-6.489,6m,0,0,,0,,,0,0,,338414
MEGI,12.44,,,,,,,,,,,,,0.0,0.0,,52047500,0.075,,,6m,4,2165,,0,,,4,2165,-1.0,0
MEIP,3.98,59480000,8.927,15384000,12027000,7.4,8.232,72648000,20.218,10.903,0.083009996,0.36795,433625,0.21176,0.27315,-20934830,6662860,0.0055,0.4457885,-1.361,6m,0,0,,0,,,0,0,,36645
MER^K
MESA,0.9056,32940000,0.805,23194000,539865024,0.154,0.517,498064992,269.884,12.62,-0.02307,-0.4727,-86286752,0.04657,-0.24117,544000576,40940300,0.21747999,0.18534589,23.454,6m,0,0,,0,,,0,0,,8903702
MET^A
MET^E
MET^F
MFA^B
MFA^C
MFAN
MFV,4.31,,,,0,2.68,2.681,1512481,,0.207,0.0201,0.03134,,0.0,0.64798,,7289240,0.0,1.0430784,,6m,0,0,,0,,,0,0,,0
MGAM,0.203,4514459,0.221,,220509,8.155,8.428,,3.892,,-0.33279,-0.55667,-2457271,0.0,0.0,-152932,21191600,0.18422002,0.7302158,,6m,0,0,,0,,,0,0,,3762066
MGOL,0.405,1721050,0.121,,0,2.481,4.378,4467350,,0.345,-1.9994099,-8.56915,-4758801,0.0,-1.27789,3501354,14319500,0.58677,1.8161435,,6m,0,0,,0,,,0,0,,8358709
MGRX,0.2055,1236747,0.073,,143425,7.77,8.435,496058,10.586,0.034,,,,0.0,0.0,2408295,22969500,0.57367,2.5370371,,6m,0,0,,0,,,0,0,,9775050
MHF,6.59,,,,2730000,1.002,1.002,6699648,1.867,0.309,0.02321,0.02713,,0.0,0.59445,,21651200,0.0,0.9758626,,6m,0,0,,0,,,0,0,,0
MHI,8.82,214488,0.009,,113500000,39.297,39.297,16798524,59.387,0.738,0.02671,0.00494,4643593,0.0,0.05751,314128800,22771300,0.0,1.0508758,,6m,0,0,,0,,,0,0,,0
MICS,1.15,3212564,0.761,-6412501,3937762,0.757,1.457,29049156,40.688,8.066,-0.12804,-0.59142,3985021,-0.22075,-0.25065002,5578496,6418060,0.72029996,0.50152636,-0.87,6m,0,0,,0,,,0,0,,3039852
MIMO,0.139,8173000,0.11,-49746000,134656992,0.112,0.277,112811000,,1.517,-0.33843,,-28815124,-0.44097,-0.49571,136858800,74638896,0.22972,,-2.751,6m,0,0,,0,,,0,0,,17146046
MIND,6.1099,5569000,3.962,-1467000,1517000,1.195,3.088,42081000,7.155,30.512,-0.06182,-0.14759,250,-0.03486,-0.01191,42316168,1405780,0.057210002,,-28.845,6m,30,465804,0.0,2,181298,0.0,32,284506,-1.3939999,80424
MINDP,8.25,5569000,3.962,-1467000,1517000,1.195,3.088,42081000,7.155,30.512,-0.06182,-0.14759,250,-0.03486,-0.01191,45324676,12093000,,,-30.896,6m,0,0,,0,,,0,0,,0
MINM,5.57,466124,0.177,-19798488,1950811,0.241,0.978,35269068,1438.259,18.741,-0.45821998,-2.01987,11169480,-0.56136,-0.59571,16149433,2889020,1.13807,78.45071,-0.816,6m,0,0,,0,,,0,0,,2996321
MIRA,0.93,5868330,0.397,,108856,6.758,6.991,,1.341,,,,,0.0,0.0,7986749,14780900,0.56065,1.693989,,6m,0,0,,0,,,0,0,,8286903
MITA,10.72,,,,400000,,0.052,,,,-0.00849,,130898,0.0,0.0,,9628200,0.56592,,,6m,0,0,,0,,,0,0,,5448791
MITAW,0.066,,,,400000,,0.052,,,,-0.00849,,130898,0.0,0.0,,,,0.009161577,,6m,0,0,,0,,,0,0,,0
MITN
MITQ,0.6212,5139000,0.49,-1290000,296000,1.175,2.189,19412000,4.15,1.8,-0.06412,-0.2527,335750,-0.06645,-0.108389996,1666689,10479200,0.32671002,0.92166173,-1.292,6m,0,0,,0,,,0,0,,3423665
MITT^A
MITT^B
MITT^C
MLGO,0.4718,138675776,3.162,-34121452,9004345,4.258,4.812,549777024,2.078,12.536,-0.04654,-0.26083001,-290112320,-0.06206,-0.18658,-112133296,59606700,0.83651,0.047417086,3.286,6m,0,0,,0,,,0,0,,36686572
MMAT,2.89,9189994,1.874,-53795940,12120708,0.714,0.957,7088678,12.987,1.706,-0.14014,-1.39485,32143492,0.0,0.0,17103696,6441380,0.14597,0.15028602,-0.318,6m,58,41512136,0.0,10,2774415,0.0,68,38737721,-1.019,715858
